EmployeeNumber,EmployeeID,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Department,JobLevel,JobRole,Attrition,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel,Age,Gender,MaritalStatus,Education,EducationField,DistanceFromHome,EmployeeNumber,EmployeeID,PerformanceRating
68,11115,"$5,454",Yes,21%,2,4,3,1,3,9,5,Sales,2,Sales Executive,No,2,1,2,Travel_Rarely,44,Female,Divorced,5,Marketing,1,68,11115,4
2062,11116,"$9,991",No,15%,5,7,7,1,7,9,4,Research & Development,3,Healthcare Representative,No,4,1,3,Travel_Rarely,39,Male,Married,1,Medical,6,2062,11116,3
704,11117,"$1,281",No,18%,3,1,0,0,0,1,1,Research & Development,1,Laboratory Technician,No,3,3,3,Non-Travel,35,Male,Married,3,Life Sciences,3,704,11117,3
137,11118,"$2,926",Yes,18%,5,1,0,1,0,1,1,Research & Development,1,Laboratory Technician,Yes,4,4,3,Travel_Frequently,20,Female,Single,3,Life Sciences,6,137,11118,3
987,11119,"$5,067",Yes,19%,3,19,10,2,7,20,1,Research & Development,2,Manufacturing Director,No,3,3,4,Travel_Frequently,47,Male,Divorced,4,Medical,16,987,11119,3
797,11120,"$3,280",No,16%,2,4,2,1,3,10,2,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,34,Female,Single,4,Life Sciences,1,797,11120,3
2040,11121,"$8,837",Yes,16%,2,9,0,1,7,9,1,Human Resources,3,Human Resources,No,3,4,3,Travel_Rarely,35,Female,Single,4,Life Sciences,26,2040,11121,3
1504,11122,"$2,561",No,11%,2,0,0,0,0,8,7,Research & Development,1,Laboratory Technician,Yes,3,1,2,Travel_Frequently,28,Male,Single,2,Medical,2,1504,11122,3
1259,11123,"$2,517",No,11%,2,5,3,0,3,5,1,Research & Development,1,Research Scientist,No,1,3,3,Travel_Rarely,27,Male,Divorced,2,Life Sciences,4,1259,11123,3
1445,11124,"$4,162",Yes,12%,3,5,4,0,3,5,1,Sales,2,Sales Executive,No,4,3,3,Travel_Rarely,24,Female,Married,1,Medical,4,1445,11124,3
461,11125,"$11,510",Yes,14%,3,11,10,2,9,12,0,Research & Development,3,Research Director,No,3,4,3,Travel_Rarely,38,Male,Divorced,2,Life Sciences,15,461,11125,3
1096,11126,"$10,976",No,18%,4,3,2,1,2,23,3,Research & Development,3,Manufacturing Director,No,4,2,3,Travel_Frequently,55,Male,Married,1,Life Sciences,2,1096,11126,3
717,11127,"$8,621",No,14%,3,8,7,7,7,9,1,Research & Development,3,Healthcare Representative,No,4,2,4,Travel_Rarely,34,Female,Single,3,Medical,9,717,11127,3
1873,11128,"$2,662",No,20%,2,5,2,0,4,19,8,Research & Development,1,Research Scientist,No,2,4,4,Travel_Rarely,55,Male,Married,4,Technical Degree,2,1873,11128,4
1950,11129,"$9,888",No,21%,3,14,8,2,1,14,1,Sales,3,Sales Executive,No,1,4,2,Travel_Rarely,34,Male,Single,3,Marketing,1,1950,11129,4
1036,11130,"$6,861",Yes,12%,1,1,0,0,0,19,8,Sales,2,Sales Executive,No,2,4,3,Travel_Rarely,38,Male,Single,4,Life Sciences,3,1036,11130,3
155,11131,"$2,835",No,22%,2,1,0,0,0,7,5,Research & Development,1,Laboratory Technician,No,1,4,3,Travel_Rarely,36,Female,Divorced,2,Life Sciences,3,155,11131,4
451,11132,"$9,985",No,16%,1,1,0,0,0,10,8,Research & Development,3,Healthcare Representative,No,3,1,2,Travel_Rarely,43,Female,Married,3,Life Sciences,7,451,11132,3
1185,11133,"$2,376",No,13%,2,2,2,2,2,2,1,Research & Development,1,Laboratory Technician,No,4,4,4,Travel_Frequently,35,Male,Married,4,Other,4,1185,11133,3
1109,11134,"$17,665",No,17%,3,22,6,13,7,23,0,Research & Development,4,Manager,No,4,1,3,Travel_Rarely,42,Male,Married,2,Medical,2,1109,11134,3
1951,11135,"$8,628",No,18%,2,8,7,1,1,9,1,Sales,3,Sales Executive,No,4,3,2,Travel_Rarely,34,Male,Divorced,4,Medical,13,1951,11135,3
639,11136,"$2,725",Yes,11%,3,6,5,1,4,6,1,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,24,Male,Married,3,Medical,23,639,11136,3
667,11137,"$3,041",No,11%,3,4,3,0,2,5,0,Sales,1,Sales Representative,Yes,3,1,3,Travel_Rarely,27,Male,Divorced,1,Marketing,2,667,11137,3
11,11138,"$2,693",No,22%,2,1,0,0,0,1,1,Research & Development,1,Laboratory Technician,No,4,3,3,Travel_Rarely,30,Male,Divorced,1,Life Sciences,24,11,11138,4
1829,11139,"$4,448",No,12%,3,7,4,7,7,15,2,Research & Development,2,Healthcare Representative,No,2,1,3,Travel_Rarely,40,Female,Divorced,3,Life Sciences,12,1829,11139,3
1074,11140,"$16,756",No,15%,3,9,7,6,2,31,7,Research & Development,4,Manager,No,3,1,4,Non-Travel,55,Male,Single,1,Medical,2,1074,11140,3
1905,11141,"$2,307",Yes,23%,2,5,2,3,0,5,1,Research & Development,1,Research Scientist,Yes,4,1,3,Non-Travel,34,Male,Married,4,Technical Degree,16,1905,11141,4
1210,11142,"$2,107",No,17%,2,1,0,0,0,5,6,Research & Development,1,Research Scientist,Yes,1,1,1,Non-Travel,41,Male,Divorced,2,Life Sciences,5,1210,11142,3
215,11143,"$10,855",No,11%,2,12,11,2,11,15,7,Sales,3,Sales Executive,No,3,4,2,Travel_Rarely,40,Male,Married,4,Marketing,4,215,11143,3
1156,11144,"$1,904",No,12%,0,0,0,0,0,0,1,Research & Development,1,Laboratory Technician,Yes,3,3,3,Non-Travel,18,Male,Single,1,Medical,8,1156,11144,3
1718,11145,"$2,305",No,15%,3,3,2,0,2,3,1,Research & Development,1,Laboratory Technician,No,4,3,4,Travel_Rarely,26,Male,Married,4,Medical,17,1718,11145,3
100,11146,"$4,312",No,14%,2,15,13,2,8,16,0,Sales,2,Sales Executive,No,3,1,3,Travel_Rarely,35,Male,Single,4,Marketing,1,100,11146,3
1649,11147,"$2,166",Yes,14%,3,4,2,0,3,10,3,Research & Development,1,Laboratory Technician,Yes,1,1,1,Travel_Rarely,40,Male,Single,3,Life Sciences,7,1649,11147,3
1564,11148,"$2,450",No,19%,3,3,0,1,2,3,1,Research & Development,1,Laboratory Technician,No,4,1,3,Travel_Rarely,35,Male,Single,3,Medical,1,1564,11148,3
1233,11149,"$5,220",Yes,18%,3,11,7,1,9,12,0,Sales,2,Sales Executive,No,2,4,3,Travel_Rarely,60,Male,Divorced,4,Marketing,7,1233,11149,3
1166,11150,"$13,499",No,17%,3,18,7,2,13,20,9,Research & Development,3,Research Director,No,2,3,2,Travel_Frequently,40,Female,Single,4,Medical,9,1166,11150,3
473,11151,"$12,504",No,21%,3,0,0,0,0,15,3,Sales,3,Manager,No,1,3,1,Travel_Rarely,48,Female,Married,1,Medical,29,473,11151,4
593,11152,"$3,894",No,16%,3,2,2,1,2,4,5,Research & Development,1,Laboratory Technician,Yes,3,3,3,Travel_Frequently,22,Male,Single,1,Technical Degree,4,593,11152,3
390,11153,"$4,741",Yes,13%,3,5,3,3,3,5,1,Research & Development,2,Healthcare Representative,No,1,1,3,Travel_Frequently,26,Male,Married,2,Medical,11,390,11153,3
296,11154,"$12,490",No,16%,5,10,9,4,7,16,5,Research & Development,3,Research Director,No,2,2,1,Travel_Rarely,51,Male,Married,4,Life Sciences,8,296,11154,3
1520,11155,"$16,032",No,20%,2,14,9,1,12,26,3,Research & Development,4,Manager,No,2,4,3,Travel_Frequently,54,Female,Divorced,4,Medical,11,1520,11155,4
466,11156,"$6,032",Yes,15%,3,5,4,1,2,8,6,Research & Development,2,Manufacturing Director,No,4,2,3,Travel_Rarely,41,Male,Single,3,Medical,6,466,11156,3
85,11157,"$6,499",No,13%,3,6,5,0,3,6,1,Research & Development,2,Manufacturing Director,No,2,2,3,Travel_Frequently,36,Male,Single,3,Life Sciences,11,85,11157,3
772,11158,"$5,309",No,15%,2,10,8,4,7,10,1,Research & Development,2,Laboratory Technician,No,1,4,3,Travel_Frequently,32,Male,Married,4,Life Sciences,24,772,11158,3
579,11159,"$2,768",No,12%,3,7,3,5,7,14,3,Research & Development,1,Research Scientist,No,4,3,3,Travel_Rarely,34,Male,Divorced,4,Life Sciences,2,579,11159,3
1732,11160,"$10,368",Yes,12%,5,10,6,0,3,13,4,Sales,3,Sales Executive,No,3,4,2,Travel_Rarely,46,Male,Divorced,3,Life Sciences,2,1732,11160,3
1028,11161,"$3,917",No,20%,4,3,2,1,2,3,1,Research & Development,1,Laboratory Technician,No,2,4,2,Travel_Rarely,35,Male,Divorced,3,Other,10,1028,11161,4
60,11162,"$4,568",No,20%,2,9,5,8,7,10,0,Sales,2,Sales Executive,No,2,3,3,Non-Travel,34,Male,Single,4,Marketing,23,60,11162,4
1753,11163,"$6,294",Yes,12%,5,3,2,0,2,10,8,Research & Development,2,Healthcare Representative,No,4,3,4,Travel_Frequently,29,Male,Single,3,Life Sciences,1,1753,11163,3
312,11164,"$7,918",No,14%,5,11,10,4,1,11,1,Sales,3,Sales Executive,No,2,4,3,Travel_Frequently,29,Female,Married,1,Medical,1,312,11164,3
584,11165,"$3,408",No,13%,2,4,3,1,3,8,7,Research & Development,1,Laboratory Technician,Yes,1,4,3,Travel_Rarely,33,Male,Divorced,1,Medical,10,584,11165,3
1309,11166,"$4,883",No,18%,3,10,4,1,1,10,1,Research & Development,2,Laboratory Technician,Yes,4,3,3,Travel_Rarely,32,Male,Married,2,Life Sciences,7,1309,11166,3
1250,11167,"$17,779",No,14%,2,10,9,0,9,36,3,Research & Development,4,Research Director,No,4,4,3,Travel_Rarely,54,Male,Married,3,Life Sciences,3,1250,11167,3
102,11168,"$13,664",No,13%,3,5,2,0,2,16,4,Research & Development,3,Research Director,No,1,3,4,Travel_Rarely,37,Male,Single,4,Medical,7,102,11168,3
1670,11169,"$5,505",No,14%,5,6,2,0,4,6,1,Sales,2,Sales Executive,No,4,4,3,Travel_Rarely,33,Male,Divorced,4,Medical,2,1670,11169,3
1507,11170,"$4,898",No,14%,5,4,2,1,3,5,0,Sales,2,Sales Executive,No,3,1,3,Travel_Frequently,28,Male,Single,3,Life Sciences,7,1507,11170,3
881,11171,"$2,022",Yes,19%,3,10,2,7,8,10,1,Research & Development,1,Research Scientist,Yes,4,2,2,Travel_Frequently,35,Female,Divorced,4,Life Sciences,25,881,11171,3
1647,11172,"$3,517",No,17%,0,3,2,0,2,5,7,Research & Development,1,Research Scientist,No,2,3,3,Travel_Rarely,27,Female,Married,3,Medical,8,1647,11172,3
1280,11173,"$18,789",No,14%,2,11,4,0,8,26,2,Sales,5,Manager,No,4,2,3,Travel_Rarely,46,Female,Married,2,Marketing,4,1280,11173,3
823,11174,"$5,228",No,15%,2,9,7,0,5,10,0,Research & Development,2,Manufacturing Director,No,3,2,3,Travel_Rarely,36,Female,Married,3,Other,1,823,11174,3
1985,11175,"$6,323",No,11%,2,10,9,9,4,10,1,Research & Development,2,Laboratory Technician,No,4,3,4,Travel_Frequently,40,Female,Married,3,Technical Degree,11,1985,11175,3
2025,11176,"$5,131",No,13%,3,4,2,0,2,18,7,Research & Development,2,Manufacturing Director,No,4,2,3,Travel_Frequently,36,Female,Divorced,2,Life Sciences,4,2025,11176,3
941,11177,"$2,329",No,15%,2,7,7,5,2,13,3,Sales,1,Sales Representative,No,2,3,4,Travel_Rarely,31,Male,Married,4,Life Sciences,7,941,11177,3
885,11178,"$4,256",No,12%,1,5,2,0,3,5,1,Sales,2,Sales Executive,No,3,1,4,Travel_Rarely,25,Male,Married,1,Marketing,4,885,11178,3
525,11179,"$2,258",No,20%,1,3,2,1,2,8,7,Research & Development,1,Laboratory Technician,No,4,4,3,Travel_Frequently,43,Male,Married,3,Medical,21,525,11179,4
1682,11180,"$5,347",No,14%,2,3,2,0,2,10,6,Research & Development,2,Healthcare Representative,No,1,3,2,Travel_Rarely,36,Male,Married,4,Life Sciences,26,1682,11180,3
223,11181,"$9,439",Yes,16%,2,5,3,1,4,12,3,Research & Development,3,Healthcare Representative,No,3,4,1,Travel_Rarely,57,Male,Divorced,2,Life Sciences,24,223,11181,3
221,11182,"$2,713",No,11%,2,5,2,0,2,5,1,Research & Development,1,Research Scientist,No,3,4,1,Travel_Rarely,28,Male,Married,3,Medical,21,221,11182,3
581,11183,"$10,648",No,25%,6,13,8,0,8,13,1,Research & Development,3,Manufacturing Director,No,3,2,4,Travel_Rarely,31,Male,Divorced,1,Life Sciences,9,581,11183,4
1421,11184,"$7,553",Yes,12%,1,8,7,7,7,9,0,Research & Development,3,Healthcare Representative,Yes,3,4,3,Travel_Frequently,29,Female,Single,1,Other,14,1421,11184,3
305,11185,"$2,622",No,21%,3,3,2,1,1,7,6,Research & Development,1,Research Scientist,No,3,2,3,Travel_Rarely,33,Female,Married,4,Medical,4,305,11185,4
243,11186,"$1,102",No,22%,3,1,0,1,0,1,1,Research & Development,1,Laboratory Technician,Yes,2,4,2,Travel_Rarely,19,Male,Single,3,Life Sciences,2,243,11186,4
1805,11187,"$2,592",No,13%,3,11,10,3,8,13,5,Human Resources,1,Human Resources,No,1,2,3,Non-Travel,38,Male,Divorced,3,Human Resources,2,1805,11187,3
1563,11188,"$6,077",No,11%,2,6,3,1,2,10,3,Human Resources,2,Human Resources,No,3,3,3,Travel_Frequently,38,Male,Married,4,Human Resources,10,1563,11188,3
376,11189,"$11,849",Yes,12%,2,10,7,9,9,10,1,Research & Development,3,Manager,Yes,1,2,2,Non-Travel,47,Male,Married,4,Life Sciences,29,376,11189,3
477,11190,"$6,781",No,23%,6,1,0,0,0,14,3,Research & Development,2,Healthcare Representative,No,1,4,3,Travel_Rarely,42,Male,Single,4,Other,2,477,11190,4
514,11191,"$2,285",Yes,23%,4,1,0,0,0,3,9,Research & Development,1,Research Scientist,Yes,3,4,3,Travel_Frequently,30,Male,Single,3,Technical Degree,4,514,11191,4
1700,11192,"$9,525",No,14%,2,6,3,1,3,6,1,Sales,2,Sales Executive,No,3,4,2,Travel_Frequently,37,Male,Divorced,4,Medical,1,1700,11192,3
925,11193,"$3,294",Yes,18%,3,3,2,1,2,3,1,Sales,1,Sales Representative,No,4,4,2,Travel_Rarely,47,Female,Single,4,Life Sciences,2,925,11193,3
1644,11194,"$15,202",No,25%,3,2,2,2,2,23,2,Research & Development,4,Manager,No,3,4,3,Travel_Frequently,48,Male,Married,5,Medical,4,1644,11194,4
304,11195,"$5,914",No,16%,3,13,11,3,7,16,8,Research & Development,2,Laboratory Technician,No,4,2,4,Travel_Rarely,36,Male,Single,2,Life Sciences,5,304,11195,3
1624,11196,"$1,569",Yes,12%,2,0,0,0,0,0,1,Sales,1,Sales Representative,Yes,2,4,4,Travel_Frequently,18,Female,Single,2,Medical,3,1624,11196,3
1217,11197,"$19,081",No,11%,2,4,2,0,3,25,5,Research & Development,5,Research Director,No,4,2,3,Travel_Rarely,46,Male,Married,2,Life Sciences,15,1217,11197,3
1865,11198,"$2,804",No,11%,3,1,0,0,0,1,1,Human Resources,1,Human Resources,No,4,2,3,Travel_Rarely,29,Male,Married,1,Medical,6,1865,11198,3
1163,11199,"$5,714",No,20%,3,6,5,1,3,6,1,Sales,2,Sales Executive,No,2,3,2,Travel_Rarely,34,Female,Married,1,Life Sciences,9,1163,11199,4
1243,11200,"$10,377",Yes,11%,6,13,2,4,12,16,4,Sales,3,Sales Executive,No,3,4,2,Non-Travel,35,Female,Married,2,Marketing,8,1243,11200,3
1818,11201,"$2,148",Yes,11%,3,5,1,1,4,6,0,Human Resources,1,Human Resources,Yes,4,2,3,Travel_Rarely,26,Female,Married,2,Medical,20,1818,11201,3
321,11202,"$2,267",No,17%,2,2,2,2,2,7,8,Human Resources,1,Human Resources,No,2,3,2,Travel_Rarely,59,Male,Married,2,Medical,6,321,11202,3
599,11203,"$6,230",No,14%,3,14,3,1,10,16,7,Sales,2,Sales Executive,No,4,4,3,Non-Travel,41,Male,Single,2,Life Sciences,10,599,11203,3
1830,11204,"$6,854",No,15%,2,7,1,1,7,14,4,Research & Development,2,Research Scientist,No,4,4,2,Travel_Rarely,54,Female,Married,4,Medical,7,1830,11204,3
1461,11205,"$2,109",No,18%,3,3,2,0,2,8,9,Human Resources,1,Human Resources,No,4,2,3,Travel_Rarely,31,Female,Single,2,Medical,8,1461,11205,3
1782,11206,"$3,702",No,11%,3,5,4,0,4,5,1,Research & Development,1,Laboratory Technician,No,4,3,3,Travel_Rarely,38,Female,Married,2,Other,6,1782,11206,3
905,11207,"$17,924",No,11%,3,31,6,14,7,31,1,Research & Development,4,Manager,No,1,1,3,Non-Travel,50,Male,Divorced,4,Life Sciences,2,905,11207,3
1321,11208,"$11,916",Yes,23%,2,9,1,0,8,9,1,Research & Development,3,Manager,No,2,1,3,Travel_Rarely,30,Female,Married,4,Medical,17,1321,11208,4
568,11209,"$14,118",No,12%,3,1,0,0,0,32,3,Sales,4,Manager,No,1,4,2,Travel_Rarely,57,Male,Divorced,3,Marketing,29,568,11209,3
1258,11210,"$2,559",No,11%,4,1,0,0,0,7,5,Research & Development,1,Laboratory Technician,No,4,2,2,Travel_Rarely,48,Male,Single,2,Technical Degree,2,1258,11210,3
481,11211,"$9,699",No,11%,2,13,9,1,12,16,4,Sales,3,Sales Executive,No,1,4,3,Travel_Frequently,36,Male,Married,4,Medical,3,481,11211,3
789,11212,"$7,587",No,15%,1,10,7,0,9,10,1,Sales,3,Sales Executive,No,1,1,3,Non-Travel,36,Male,Single,4,Life Sciences,8,789,11212,3
1714,11213,"$1,555",No,11%,2,1,0,0,0,1,1,Human Resources,1,Human Resources,Yes,4,3,3,Travel_Rarely,24,Male,Married,1,Human Resources,22,1714,11213,3
1179,11214,"$6,578",No,18%,3,10,3,1,4,10,1,Sales,2,Sales Executive,No,3,3,3,Travel_Rarely,30,Male,Married,3,Marketing,10,1179,11214,3
1097,11215,"$3,660",No,13%,4,8,7,1,7,10,3,Research & Development,2,Research Scientist,No,3,3,4,Travel_Rarely,28,Female,Single,3,Other,10,1097,11215,3
1667,11216,"$4,581",Yes,24%,2,11,9,6,7,13,3,Sales,2,Sales Executive,Yes,4,4,4,Travel_Frequently,35,Male,Single,4,Other,12,1667,11216,4
1121,11217,"$7,655",No,17%,3,9,7,1,7,10,0,Research & Development,3,Manufacturing Director,No,4,2,2,Travel_Rarely,28,Female,Divorced,3,Medical,3,1121,11217,3
689,11218,"$9,434",No,15%,2,10,7,7,8,10,1,Research & Development,3,Manufacturing Director,No,3,3,3,Travel_Rarely,37,Male,Married,3,Other,3,689,11218,3
1631,11219,"$5,768",No,17%,2,4,3,0,2,9,3,Research & Development,2,Manufacturing Director,No,3,3,2,Travel_Rarely,37,Male,Married,3,Life Sciences,19,1631,11219,3
1431,11220,"$2,996",No,14%,2,4,3,1,3,10,5,Research & Development,1,Research Scientist,No,4,1,3,Travel_Frequently,34,Male,Divorced,4,Other,1,1431,11220,3
1073,11221,"$8,858",No,11%,2,14,8,7,8,15,0,Research & Development,3,Manufacturing Director,No,4,4,2,Travel_Rarely,36,Female,Single,5,Medical,12,1073,11221,3
1860,11222,"$3,968",No,13%,3,0,0,0,0,8,4,Research & Development,1,Laboratory Technician,No,4,3,3,Travel_Rarely,42,Male,Single,3,Life Sciences,8,1860,11222,3
350,11223,"$4,898",No,12%,3,4,2,1,2,5,0,Research & Development,2,Manufacturing Director,No,1,3,3,Travel_Rarely,25,Female,Married,3,Life Sciences,1,350,11223,3
900,11224,"$2,973",No,15%,3,5,4,0,0,10,5,Sales,1,Sales Representative,No,3,4,3,Travel_Frequently,37,Female,Married,2,Medical,21,900,11224,3
277,11225,"$3,815",Yes,17%,4,5,3,2,0,5,1,Research & Development,1,Research Scientist,No,4,3,4,Travel_Frequently,34,Male,Divorced,4,Medical,10,277,11225,3
622,11226,"$2,340",Yes,18%,3,1,0,0,0,1,1,Research & Development,1,Laboratory Technician,Yes,3,4,1,Travel_Rarely,26,Male,Single,3,Technical Degree,24,622,11226,3
169,11227,"$2,523",No,14%,2,2,1,2,1,3,0,Research & Development,1,Laboratory Technician,No,3,4,3,Travel_Rarely,22,Male,Married,1,Technical Degree,2,169,11227,3
920,11228,"$4,765",No,21%,2,1,0,0,0,4,4,Research & Development,2,Manufacturing Director,No,1,2,4,Travel_Rarely,43,Female,Divorced,3,Life Sciences,8,920,11228,4
445,11229,"$5,238",Yes,18%,3,1,0,0,0,12,4,Sales,2,Sales Executive,Yes,4,3,2,Travel_Rarely,39,Female,Married,2,Medical,3,445,11229,3
1944,11230,"$2,863",No,12%,2,1,0,0,0,1,1,Human Resources,1,Human Resources,Yes,1,2,3,Travel_Frequently,27,Female,Married,3,Human Resources,22,1944,11230,3
631,11231,"$4,707",No,12%,2,4,2,1,2,6,8,Sales,2,Sales Executive,Yes,4,3,3,Non-Travel,32,Male,Married,4,Other,11,631,11231,3
1577,11232,"$2,972",No,13%,4,1,0,0,0,1,1,Research & Development,1,Research Scientist,No,1,4,1,Travel_Rarely,34,Male,Single,4,Medical,7,1577,11232,3
1898,11233,"$6,500",No,14%,5,8,7,0,7,9,0,Sales,2,Sales Executive,No,1,3,2,Travel_Rarely,27,Female,Single,2,Medical,2,1898,11233,3
2056,11234,"$12,031",No,11%,2,20,9,9,6,21,0,Sales,4,Sales Executive,No,2,4,2,Travel_Rarely,39,Female,Married,1,Marketing,24,2056,11234,3
1254,11235,"$5,171",No,17%,2,6,1,0,5,13,5,Sales,2,Sales Executive,No,3,4,3,Travel_Rarely,59,Female,Single,3,Life Sciences,3,1254,11235,3
975,11236,"$4,601",No,16%,3,5,2,1,0,5,1,Sales,2,Sales Executive,No,3,3,3,Travel_Rarely,35,Female,Married,3,Medical,18,975,11236,3
652,11237,"$3,681",No,14%,3,3,2,0,2,9,4,Research & Development,2,Laboratory Technician,No,1,4,3,Travel_Rarely,35,Male,Single,2,Other,25,652,11237,3
183,11238,"$8,639",No,18%,3,2,2,2,2,6,2,Sales,2,Sales Executive,No,1,3,3,Travel_Rarely,25,Male,Married,3,Life Sciences,28,183,11238,3
613,11239,"$11,557",No,21%,3,5,4,0,1,10,9,Sales,3,Manager,No,3,4,2,Travel_Rarely,31,Male,Divorced,3,Life Sciences,7,613,11239,4
1543,11240,"$4,285",No,17%,2,10,8,3,7,10,1,Research & Development,2,Research Scientist,No,1,4,3,Travel_Rarely,37,Male,Married,3,Medical,13,1543,11240,3
1735,11241,"$3,295",No,13%,3,3,2,1,2,3,1,Research & Development,1,Laboratory Technician,No,3,2,1,Travel_Rarely,23,Female,Single,1,Medical,4,1735,11241,3
2018,11242,"$4,907",Yes,22%,3,5,3,0,4,6,0,Sales,2,Sales Executive,No,1,3,2,Travel_Rarely,25,Female,Divorced,2,Other,8,2018,11242,4
1551,11243,"$2,296",No,14%,3,1,1,0,0,2,0,Research & Development,1,Laboratory Technician,No,3,1,3,Travel_Rarely,24,Male,Divorced,2,Technical Degree,21,1551,11243,3
1844,11244,"$2,335",Yes,15%,3,2,2,2,0,4,4,Human Resources,1,Human Resources,Yes,1,1,3,Travel_Rarely,29,Male,Divorced,3,Human Resources,13,1844,11244,3
1184,11245,"$5,343",No,20%,3,13,9,4,9,14,0,Research & Development,2,Healthcare Representative,No,4,1,3,Travel_Frequently,34,Male,Single,3,Medical,1,1184,11245,4
1725,11246,"$3,907",No,13%,2,6,2,1,2,6,1,Research & Development,1,Laboratory Technician,No,2,1,4,Travel_Rarely,24,Male,Divorced,1,Medical,29,1725,11246,3
242,11247,"$2,500",No,14%,2,3,1,0,2,4,0,Research & Development,1,Research Scientist,No,3,4,4,Travel_Rarely,33,Male,Single,3,Life Sciences,2,242,11247,3
1077,11248,"$2,323",Yes,14%,3,2,2,0,2,2,1,Sales,1,Sales Representative,Yes,4,4,3,Travel_Frequently,20,Female,Single,3,Marketing,9,1077,11248,3
1331,11249,"$2,302",Yes,11%,2,3,2,2,2,3,1,Sales,1,Sales Representative,Yes,4,2,4,Travel_Frequently,31,Female,Single,3,Life Sciences,1,1331,11249,3
1606,11250,"$11,245",Yes,15%,3,30,8,12,13,32,2,Research & Development,4,Healthcare Representative,No,2,3,3,Travel_Frequently,50,Male,Married,5,Medical,20,1606,11250,3
1869,11251,"$7,314",No,21%,2,8,7,0,7,14,5,Sales,3,Sales Executive,Yes,3,2,3,Travel_Rarely,46,Female,Married,3,Life Sciences,10,1869,11251,4
126,11252,"$13,549",No,12%,5,4,3,0,3,16,9,Research & Development,3,Research Director,No,1,3,1,Travel_Rarely,54,Female,Married,4,Technical Degree,2,126,11252,3
744,11253,"$3,708",No,14%,5,5,2,1,4,9,2,Research & Development,1,Laboratory Technician,No,1,3,3,Non-Travel,44,Male,Single,3,Medical,24,744,11253,3
942,11254,"$4,014",Yes,25%,2,10,6,0,7,10,1,Research & Development,2,Healthcare Representative,No,4,4,1,Travel_Rarely,35,Female,Married,1,Life Sciences,21,942,11254,4
1473,11255,"$6,651",No,14%,0,3,2,1,2,20,2,Research & Development,2,Healthcare Representative,No,1,3,2,Travel_Rarely,49,Male,Married,4,Technical Degree,5,1473,11255,3
1687,11256,"$3,306",No,19%,5,0,0,0,0,7,7,Research & Development,1,Laboratory Technician,No,4,3,2,Travel_Rarely,38,Female,Married,2,Medical,4,1687,11256,3
1277,11257,"$18,824",Yes,16%,2,24,10,1,11,26,2,Sales,5,Manager,Yes,1,2,3,Travel_Rarely,45,Female,Single,3,Marketing,2,1277,11257,3
994,11258,"$2,404",Yes,20%,5,0,0,0,0,3,6,Research & Development,1,Research Scientist,Yes,4,1,3,Travel_Rarely,29,Female,Single,3,Life Sciences,10,994,11258,4
820,11259,"$16,752",Yes,11%,3,26,14,3,0,26,1,Research & Development,4,Manager,No,3,4,2,Travel_Rarely,47,Female,Married,2,Other,2,820,11259,3
1329,11260,"$6,151",No,13%,4,19,2,11,9,19,1,Sales,2,Sales Executive,No,3,2,3,Non-Travel,41,Male,Single,2,Medical,10,1329,11260,3
1040,11261,"$6,347",No,12%,3,18,7,0,13,19,0,Sales,2,Sales Executive,No,4,3,3,Non-Travel,50,Female,Married,3,Life Sciences,1,1040,11261,3
847,11262,"$3,737",No,19%,1,3,2,0,2,4,0,Human Resources,1,Human Resources,No,3,4,1,Travel_Rarely,34,Male,Married,2,Human Resources,3,847,11262,3
1611,11263,"$5,769",Yes,14%,3,10,7,1,4,10,1,Research & Development,2,Laboratory Technician,No,3,1,3,Travel_Rarely,45,Female,Single,5,Medical,5,1611,11263,3
1085,11264,"$3,376",No,13%,3,10,6,0,8,10,1,Research & Development,1,Research Scientist,No,2,3,3,Travel_Rarely,41,Female,Married,2,Technical Degree,7,1085,11264,3
615,11265,"$10,932",No,15%,2,1,0,0,1,20,3,Sales,3,Sales Executive,No,3,1,3,Non-Travel,40,Male,Divorced,3,Other,28,615,11265,3
1228,11266,"$7,379",No,11%,3,6,3,1,4,12,2,Research & Development,2,Manufacturing Director,No,4,4,2,Travel_Rarely,46,Male,Divorced,4,Technical Degree,2,1228,11266,3
1117,11267,"$5,593",No,13%,2,15,10,4,12,15,1,Sales,2,Sales Executive,No,2,3,3,Non-Travel,45,Female,Married,4,Life Sciences,9,1117,11267,3
446,11268,"$4,682",No,14%,6,7,7,0,1,9,3,Sales,2,Sales Executive,No,2,4,2,Travel_Frequently,33,Male,Single,3,Marketing,10,446,11268,3
244,11269,"$10,453",No,25%,2,24,13,15,7,24,1,Sales,3,Sales Executive,No,2,1,3,Travel_Rarely,46,Female,Divorced,2,Marketing,1,244,11269,4
